Date,KPI EAU,TCM,E_Appro Facturation,EI_Facturation,EP_Facturation,E. Appro Looker,EI_Looker,EP_Looker,ED_Total,EOR_Total,EP Cantines,EP Sanitaires,EP IFMIA,BD NORD,BD SUD,ZC,U3,Bât X,AEB+AKP,EP Arrosage,Rejet sanitaires,Rejet STEP,EI_TTS CATA_PA,EI_Application PA,EI_Peinture,ED_TTS CATA_PA,ED_Application PA,ED_Peinture,EI_TARs,EI_STEP,EI_AEB,EI_TC,EI _TOUR UE,EI_BD1&2,EI _ST,EI_Bouclier,EI_Incendie,EI Autres Process,ED_PB,ED_AEB,ED_TC,ED_BD,ED_UE,EOR TAR UE,EOR TAR BD,EOR TAR ST,is_arret,is_weekend,is_lundi,jour_semaine,mois,trimestre,nom_jour,semaine_annee,KPI_m3_veh,ratio_EOR_ED,taux_EP,taux_EI,anomalie_kpi,anomalie_recyclage,KPI_MA7,KPI_MA30,conso_MA7
2026-02-19,1.0178988326848248,1285.0,1308.0,1275.0,290.0,1289.0,992.0,297.0,623.0,39.0,87.0,194.0,1.0,7.0,16.0,12.0,20.0,9.0,23.0,0.0,299.0,0.0,293.0,61.0,354.0,413.0,64.0,477.0,138.0,173.0,114.0,12.0,114.0,4.0,20.0,3.0,117.0,364.0,23.0,87.0,6.0,30.0,0.0,22.0,10.0,7.0,0,0,0,3,2,1,Thursday,8,1.003112840466926,0.06260032102728733,0.230411171450737,0.769588828549263,0,1,1.0836861422791517,1.072810469853722,966.1428571428571
2026-02-20,1.1012298959318827,1057.0,1164.0,831.0,325.0,1131.0,810.0,321.0,663.0,106.0,95.0,215.0,2.0,6.0,1.0,14.0,58.0,9.0,7.0,0.0,334.0,6.0,292.0,61.0,353.0,474.0,32.0,506.0,57.0,144.0,87.0,10.0,35.0,4.0,18.0,2.0,14.0,164.0,23.0,88.0,5.0,41.0,0.0,85.0,10.0,11.0,0,0,0,4,2,1,Friday,8,1.0700094607379376,0.15987933634992457,0.2838196286472148,0.7161803713527851,0,0,1.081406695355616,1.0812220020594288,1029.5714285714287
2026-02-21,0.9776357827476039,1252.0,1224.0,822.0,350.0,1200.0,848.0,352.0,674.0,125.0,39.0,302.0,0.0,8.0,10.0,13.0,-19.0,9.0,18.0,0.0,357.0,12.0,270.0,77.0,347.0,486.0,21.0,507.0,62.0,167.0,84.0,12.0,39.0,5.0,18.0,7.0,13.0,130.0,24.0,86.0,6.0,51.0,0.0,96.0,14.0,15.0,0,1,0,5,2,1,Saturday,8,0.9584664536741214,0.18545994065281898,0.29333333333333333,0.7066666666666667,0,0,1.0638438036868312,1.0691323452835642,1113.5714285714287
2026-02-22,1.6538461538461537,832.0,1376.0,1080.0,255.0,1317.0,1064.0,253.0,749.0,102.0,69.0,177.0,0.0,8.0,8.0,12.0,18.0,7.0,16.0,0.0,260.0,0.0,420.0,59.0,479.0,545.0,70.0,615.0,52.0,197.0,119.0,20.0,36.0,4.0,12.0,9.0,26.0,178.0,19.0,76.0,4.0,35.0,0.0,86.0,11.0,5.0,0,1,0,6,2,1,Sunday,8,1.5829326923076923,0.13618157543391188,0.1921032649962035,0.8078967350037966,1,0,1.0273672179149718,1.0396757285307519,1186.4285714285713
2026-02-23,0.9455611390284757,1194.0,1129.0,779.0,320.0,1101.0,781.0,320.0,588.0,127.0,66.0,244.0,1.0,6.0,8.0,12.0,17.0,9.0,14.0,0.0,326.0,0.0,275.0,63.0,338.0,428.0,35.0,463.0,68.0,141.0,61.0,10.0,39.0,6.0,23.0,5.0,14.0,142.0,22.0,69.0,6.0,28.0,0.0,93.0,14.0,19.0,0,0,1,0,2,1,Monday,9,0.9221105527638191,0.21598639455782312,0.29064486830154407,0.709355131698456,0,0,1.050602479395878,1.0544272359762135,1206.142857142857
2026-02-24,0.8606811145510835,1292.0,1112.0,715.0,319.0,1039.0,719.0,320.0,632.0,130.0,79.0,223.0,0.0,8.0,9.0,17.0,19.0,9.0,17.0,0.0,328.0,0.0,283.0,70.0,353.0,425.0,85.0,510.0,69.0,105.0,70.0,12.0,37.0,7.0,25.0,4.0,15.0,87.0,25.0,69.0,6.0,22.0,0.0,91.0,16.0,22.0,0,0,0,1,2,1,Tuesday,9,0.8041795665634675,0.20569620253164558,0.30798845043310874,0.6920115495668913,0,0,1.0436238027577587,1.0435469025234856,1193.7142857142858
2026-02-25,0.9345650500384911,1299.0,1214.0,869.0,325.0,1206.0,878.0,328.0,622.0,118.0,76.0,235.0,0.0,7.0,9.0,15.0,20.0,9.0,16.0,0.0,335.0,0.0,298.0,46.0,344.0,445.0,58.0,503.0,68.0,104.0,62.0,12.0,38.0,5.0,25.0,10.0,15.0,254.0,22.0,70.0,6.0,21.0,0.0,90.0,13.0,15.0,0,0,0,2,2,1,Wednesday,9,0.9284064665127021,0.18971061093247588,0.27197346600331673,0.7280265339966833,0,0,1.0384597190038094,1.0285417175259743,1183.2857142857142
2026-02-26,0.8933021806853583,1284.0,1147.0,833.0,337.0,1150.0,817.0,333.0,609.0,161.0,82.0,235.0,0.0,7.0,9.0,18.0,23.0,9.0,16.0,0.0,347.0,0.0,294.0,60.0,354.0,446.0,33.0,479.0,135.0,148.0,65.0,18.0,39.0,4.0,92.0,3.0,18.0,92.0,27.0,72.0,6.0,25.0,0.0,94.0,13.0,53.0,0,0,0,3,2,1,Thursday,9,0.8956386292834891,0.26436781609195403,0.28956521739130436,0.7104347826086956,0,0,1.0231062602633185,1.023004088849204,1163.4285714285713
2026-02-27,0.9352396972245585,1189.0,1112.0,724.0,312.0,1033.0,722.0,311.0,643.0,124.0,74.0,225.0,0.0,7.0,9.0,14.0,20.0,8.0,16.0,0.0,321.0,0.0,299.0,75.0,374.0,476.0,52.0,528.0,68.0,116.0,64.0,6.0,38.0,5.0,25.0,3.0,9.0,84.0,19.0,71.0,5.0,20.0,0.0,93.0,13.0,17.0,0,0,0,4,2,1,Friday,9,0.8687973086627419,0.19284603421461896,0.3010648596321394,0.6989351403678606,0,0,0.9943616671097191,1.0168358176417456,1149.4285714285713
2026-02-28,1.3230373230373231,777.0,1028.0,751.0,275.0,1053.0,771.0,282.0,603.0,127.0,65.0,202.0,1.0,7.0,8.0,11.0,17.0,7.0,15.0,0.0,280.0,17.0,297.0,53.0,350.0,461.0,10.0,471.0,64.0,115.0,63.0,9.0,39.0,4.0,21.0,6.0,16.0,128.0,21.0,71.0,6.0,34.0,0.0,92.0,11.0,23.0,0,1,0,5,2,1,Saturday,9,1.3552123552123552,0.21061359867330018,0.2678062678062678,0.7321937321937322,0,0,1.0510396530437525,1.0298502998559997,1128.4285714285713
2026-03-01,2.2974137931034484,464.0,1066.0,956.0,82.0,1025.0,949.0,76.0,400.0,57.0,16.0,52.0,0.0,1.0,1.0,8.0,3.0,1.0,2.0,0.0,83.0,0.0,348.0,37.0,385.0,275.0,39.0,314.0,31.0,110.0,123.0,12.0,20.0,2.0,9.0,5.0,11.0,279.0,4.0,73.0,0.0,5.0,4.0,49.0,5.0,2.0,0,1,0,6,3,1,Sunday,9,2.209051724137931,0.1425,0.07414634146341463,0.9258536585365854,1,0,1.1404852290195007,1.0695124795710589,1086.7142857142858
2026-03-02,0.9325842696629213,1335.0,1245.0,964.0,274.0,1299.0,1007.0,292.0,689.0,121.0,74.0,192.0,2.0,7.0,10.0,12.0,17.0,11.0,17.0,0.0,282.0,,469.0,62.0,531.0,498.0,69.0,567.0,65.0,120.0,76.0,3.0,43.0,4.0,18.0,2.0,11.0,156.0,20.0,73.0,6.0,23.0,0.0,102.0,10.0,8.0,0,0,1,0,3,1,Monday,10,0.9730337078651685,0.17561683599419448,0.22478829869130101,0.775211701308699,0,0,1.1477599654625508,1.0357874480828388,1115.0
2026-03-03,1.0886075949367089,1264.0,1376.0,1016.0,319.0,1336.0,1016.0,320.0,668.0,116.0,76.0,231.0,3.0,7.0,10.0,13.0,19.0,10.0,17.0,0.0,328.0,1.0,459.0,60.0,519.0,514.0,37.0,551.0,59.0,120.0,80.0,19.0,36.0,4.0,19.0,11.0,10.0,198.0,16.0,73.0,6.0,22.0,0.0,86.0,13.0,17.0,0,0,0,1,3,1,Tuesday,10,1.0569620253164558,0.17365269461077845,0.23952095808383234,0.7604790419161677,0,0,1.1838717452844063,0.995849692106182,1157.4285714285713
